title,description,project_id,start_date,duration,keywords,amount_sought,amount_collected,percent_collected,category,category_url,clickthrough_url,image_url,is_indemand,product_stage,source_url
The Sound Reactive LED Mask,"An electro-luminescent mask for art and music lovers, back with 13 new designs.",2336242,2018-02-11 23:59:59,30,other,1389767.33418252,354249,25.489806191795,Fashion & Wearables,/explore/fashion-wearables,/projects/the-sound-reactive-led-mask--5,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jt28f7smmilhyzpkdmyt.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Luna - A 360 Camera for Everyone,"Luna is a tiny, easy to use 360° camera that lets everyone shoot and share 360° images and video.",1529821,2015-12-08 8:00:21,60,vr,9448890.14637896,353997,3.74644,Camera Gear,/explore/camera-gear,/projects/luna-a-360-camera-for-everyone,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vhhmiukroekzwheuxgcw.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Unico smartbrush,Brush your teeth in just 3 seconds!,2291099,2017-12-08 11:55:15,20,other,9071910.28316437,350108,3.859253333333,Health & Fitness,/explore/health-fitness,/projects/unico-smartbrush--3,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/coeam5urevqn6qqzjwrk.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
ORBI Prime: The First 360 Video Recording Eyewear,"Effortless, intuitive, and durable, ORBI Prime lets anyone create incredible 360° videos and images.",1898612,2016-11-01 11:03:11,58,vr,9649624.14326774,349162,3.6184,Camera Gear,/explore/camera-gear,/projects/orbi-prime-the-first-360-video-recording-eyewear,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/okbz05mrlp5lisyiflxn.jpg",true,concept,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Aquaforno II       The Ultimate in Outdoor Cooking,"All in one, collapsible, multi-fuel outdoor cooking stove - BBQ grill, oven, rotisserie & more",2246533,2018-03-05 4:59:04,60,camping kitchen,3831059.86911921,346573,9.0464,Travel & Outdoors,/explore/travel-outdoors,/projects/aquaforno-ii-the-ultimate-in-outdoor-cooking,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qxzaoouhby72qtk9d2sf.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
PLEVO - The World's Most Innovative Smart Luggage,"Three Smart Products. Removable Battery Pack, GPS, Smart Lock, Digital Scale,  Garment Hanger,",2401779,2018-08-01 23:59:59,30,luggage gps chargers design adventure,5332743.25385219,346431,6.4963,Travel & Outdoors,/explore/travel-outdoors,/projects/plevo-the-world-s-most-innovative-smart-luggage,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/gapfxszbcnesiumm1oeo.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Rollux: The Most Versatile 2-in-1 Suitcase Around,"ROLLUX: The only carry-on that expands to a full-size suitcase in seconds,",2386700,2018-06-10 23:59:59,30,bags backpacks luggage,5553639.19149156,344219,6.19808,Travel & Outdoors,/explore/travel-outdoors,/projects/rollux-the-most-versatile-2-in-1-suitcase-around--2,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/c44tr604v7jnabl4qjdx.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Cloud-Connected Wearable Camera - Shonin Streamcam,Capture YOUR  side of the story with a wearable camera that instantly secures video in the cloud.,2209922,2017-09-11 23:59:59,30,security,3239992.43224484,342505,10.571166666667,Camera Gear,/explore/camera-gear,/projects/cloud-connected-wearable-camera-shonin-streamcam,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/v4eflyzfswtmay5psi5v.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
MAD Gaze: Best AR Smart Glasses for Work & Play,"Blending seamlessly the virtual with the real, MAD Gaze brings you closer to the future.",2293511,2017-12-16 23:59:59,30,other,8228740.54492127,341157,4.14592,Fashion & Wearables,/explore/fashion-wearables,/projects/mad-gaze-best-ar-smart-glasses-for-work-play,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/snejekdie1afnlj2wxnr.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Moment Drone: The Best Foldable 4K Aerial Camera,Safest 4K Camera Drone with auto-tracking and image stabilization. Capture your best moments!,2202473,2017-09-20 5:54:17,40,drones,5323708.44635085,337587,6.3412,Travel & Outdoors,/explore/travel-outdoors,/projects/moment-drone-the-best-foldable-4k-aerial-camera,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dq3wbqe5c3endz8gz3qs.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Spolum Drum - the musical instrument of happiness,"An instrument for relaxation, meditation, creativity, and happiness!
Anyone can play it!",2136367,2017-07-02 6:55:51,30,other,1852947.35097508,335402,18.101,Audio,/explore/audio,/projects/spolum-drum-the-musical-instrument-of-happiness,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ktfmjd89doostl0uxh3j.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
"The world's best Sports, Travel and Outdoor Jacket",Bergaffe - No compromises. 100% windproof. 100% waterproof. 49 Features + recyclable materials,2317350,2018-01-22 23:59:59,30,other,3805357.809652,334964,8.802431118314,Travel & Outdoors,/explore/travel-outdoors,/projects/the-world-s-best-sports-travel-and-outdoor-jacket--2,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pxwpi8to6y4wvkipmbh6.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Passport: First Fail-Safe Global Travel Adapter,Enjoy Worry-Free Travel with the World's First Universal Adapter with an Auto-Resetting Fuse.,2173621,2017-07-24 23:59:59,30,other,4618692.20881536,334167,7.2351,Travel & Outdoors,/explore/travel-outdoors,/projects/passport-first-fail-safe-global-travel-adapter--2,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kh3qpk3z4hzaamis0ca5.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Olly - The First Home Robot with Personality,"Your robot with an evolving personality, as unique as you are.",2079860,2017-09-26 9:28:38,45,robots smart home,11862724.7703142,331836,2.7973,Home,/explore/home,/projects/olly-the-first-home-robot-with-personality,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kqlvuw61oeiwvz0jncz7.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Teamgee - UltraThin and Lightweight Electric Board,Lightweight | Ultra Thin | Integrated Battery | 23 Miles/h | Unbeatable Price | 10 Miles Of Range,2371816,2018-05-17 5:24:18,30,skateboards,1234430.26639803,330852,26.802,Transportation,/explore/transportation,/projects/teamgee-ultrathin-and-lightweight-electric-board,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/fgq0lo5qqjgg66z9fbao.jpg",true,concept,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
THE MUNCHER - Titanium Multi Utensil,The world’s most functional Camping Titanium Multi Utensil. Made from titanium weighing just 0.7oz,2012612,2017-01-17 23:59:59,30,camping,1840179.6387117,329440,17.9026,Travel & Outdoors,/explore/travel-outdoors,/projects/the-muncher-titanium-multi-utensil,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tnw07xwpzmosl8zzzsuc.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Dan Ariely's Irrational Card Game!,Who looked happier — Olympic bronze or silver medalists? Did a fine reduce late daycare pick-ups?,1631509,2016-02-06 23:59:59,30,other,1735424.76992072,326600,18.8196,Tabletop Games,/explore/tabletop-games,/projects/dan-ariely-s-irrational-card-game,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xc4pt6nth9gggfbph66v.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
AWAKE WATCH TO STOP OCEAN PLASTIC POLLUTION,Our mission is to prove that there is a smarter and more sustainable way to consume goods,2404176,2018-08-15 23:59:59,30,watches,3165357.56154748,324006,10.236,Fashion & Wearables,/explore/fashion-wearables,/projects/awake-watch-to-stop-ocean-plastic-pollution,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nbo7vt6drhxuqqih0xza.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Arrim ONE: World's First Professional AR Measuring,Transform your smartphone into a professional AR multi-functional measuring and leveling device.,2399262,2018-07-21 23:59:59,30,design,2354138.11627728,322092,13.68195,Productivity,/explore/productivity,/projects/arrim-one-world-s-first-professional-ar-measuring,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ntpwxqxtj65zjbksp1q2.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Sento Bathrobe & Slippers - 100 Percent Luxury,"Creating amazing bathrobes and slippers.  Blissful relaxation, soft materials & craftsmanship.",2333164,2018-02-10 23:59:59,30,other,2213174.29368811,318395,14.38635,Fashion & Wearables,/explore/fashion-wearables,/projects/sento-bathrobe-slippers-100-percent-luxury,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pjvuz9ll5d1jekx98u0i.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Herbert - Grow fresh organic food at home,"The hydroponic vertical farm for your home. Simple, clean and 40% more efficient indoor garden.",2073027,2017-03-27 23:59:59,30,other,6145748.17214217,317230,5.16178,Food & Beverages,/explore/food-beverages,/projects/herbert-grow-fresh-organic-food-at-home,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bvhu6sfjtntqpewgpq2f.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
BlazePod - Supercharge Your Workouts,The most addictive workout ever. A Flash Reflex Exercise system for everyone.,2077663,2017-04-16 23:59:59,30,iot,9772466.39760062,316710,3.24084,Health & Fitness,/explore/health-fitness,/projects/blazepod-supercharge-your-workouts,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/luuna6efy8shbzhlilcw.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
WT2 Real-time Earphone Translator,World's first 1+2 earphone translator for nature face-to-face bilingual conversations.,2246790,2017-10-31 23:59:59,30,other,5642433.78637551,312443,5.53738,Fashion & Wearables,/explore/fashion-wearables,/projects/wt2-real-time-earphone-translator,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/a6dxouply0sya6x8bl9f.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Polar Ice Tray: Perfect Ice for The Perfect Drink,Freeze a crystal clear ice sphere at home. Enjoy high-quality drinks without going out to a bar.,1730828,2017-11-05 23:59:59,30,other,1070714.17784429,311959,29.1356,Food & Beverages,/explore/food-beverages,/projects/polar-ice-tray-perfect-ice-for-the-perfect-drink--2,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xdrx8rbfaedlufc3qtjy.jpg",true,shipping,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
SLASH OL: The World's Fastest Desktop 3D Printer,"Equipped with UNIZ-UDP technology, the SLASH OL is the world's fastest desktop 3D printer ever.",2337339,2018-04-01 23:59:59,30,3d printers 3d printers 3d,3622426.03733811,311490,8.598933333333,Productivity,/explore/productivity,/projects/slash-ol-the-world-s-fastest-desktop-3d-printer,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wdohz3mzehixmwfop4bu.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
THE CYCLOTRON BIKE - Revolutionary Spokeless Bike,Hubless Smart Bicycle  - Electronic Gearbox - Fully Integrated - Carbon Fiber - iPhone & Android App,1823636,2016-07-12 11:02:59,20,bikes bikes iphone e-bikes,7298827.39212007,311222,4.264,Transportation,/explore/transportation,/projects/the-cyclotron-bike-revolutionary-spokeless-bike,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kx6xppakxif0qbiyyqwx.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Snap: The Smallest & Affordable 4K Action Camera,180-degree Flip Lens | 12MP Images | 4K@25FPS 1080P@60FPS Video Quality | Up to 128 GB Storage w/TF,2328822,2018-03-07 6:38:54,80,sports bluetooth wireless pets kids,1703870.72529124,308312,18.0948,Camera Gear,/explore/camera-gear,/projects/snap-the-smallest-affordable-4k-action-camera,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cgh6r3n8ko7tilmpnqql.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
BULLET 02 - World's Smallest EDC Flashlight,"Waterproof, Fireproof, Small, Tough, Tiny, and Bright. A Mini LED Torch Light for Everyday Carry.",2101581,2017-04-22 23:59:59,30,other,1085976.46404546,304624,28.0507,Travel & Outdoors,/explore/travel-outdoors,/projects/bullet-02-world-s-smallest-edc-flashlight,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cgqc8ubgqvazzcjvgkrr.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
KEEGO - The world’s first SQUEEZABLE metal bottle,Made with elastic titanium. Keeping your water fresh & clean. Your equipment light and easy-to-use.,2364768,2018-04-22 23:59:59,30,bottles sports bikes water design,3501742.65412562,302183,8.629503360105,Health & Fitness,/explore/health-fitness,/projects/keego-the-world-s-first-squeezable-metal-bottle,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/fl3ovra7hodopb12epmy.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
The Oasis - Aerospace Grade Titanium Sunglasses,"William Painter's The Oasis - Aerospace Grade Titanium frame, Polarized lenses, Lifetime Guarantee!",2408641,2018-08-16 23:59:59,30,sunglasses,1562778.49821345,302083,19.329866666667,Fashion & Wearables,/explore/fashion-wearables,/projects/the-oasis-aerospace-grade-titanium-sunglasses,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/k4hi5e6yepmsjfcmkshl.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
The MotherBox - TRUE Wireless Charging,The first wireless charging product that isn't tethered to your device. REAL wireless charging.,1759405,2017-02-15 9:01:24,34,wireless chargers batteries,5156353.18071759,299844,5.81504,Phones & Accessories,/explore/phones-accessories,/projects/the-motherbox-true-wireless-charging--2,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vctymkls9x27ddihwj9v.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Air Sling: The World’s Best Cutproof Sling Bag,"The ultimate everyday sling is cutproof, waterproof, and keeps your devices charged.",2237819,2017-12-04 4:00:34,35,bags,1243166.76900609,299638,24.1028,Fashion & Wearables,/explore/fashion-wearables,/projects/air-sling-the-world-s-best-cutproof-sling-bag,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vlc6scxhebwdu1waz3vy.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
SILENTMODE : The Ultimate Relaxation Toolkit,Ready to change your life? Unlock the power of breathing to reduce stress and boost performance.,2270684,2017-11-20 23:59:59,30,sleep,7038985.44472482,297779,4.230425,Health & Fitness,/explore/health-fitness,/projects/silentmode-the-ultimate-relaxation-toolkit,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/t611ivadlv6cmchbyxck.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
NILS - A Revolutionary Wearable Charging Cable,Not Just A Charging CabIe Bracelet. It Also Doubles As A Bracelet. Built with DuPont™ Kevlar® Fiber.,2411357,2018-08-21 23:59:59,30,chargers,1096579.7666663,296922,27.0771,Phones & Accessories,/explore/phones-accessories,/projects/nils-a-revolutionary-wearable-charging-cable--4,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/s5cfw2lvjcwnlhfqurft.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
"One travel pillow, endless sleeping possibilities",3-in-1 ultra versatile memory foam travel pillow that delivers maximum comfort in any situation,2331312,2018-01-30 23:59:59,30,other,1461053.73188017,294766,20.174891146589,Travel & Outdoors,/explore/travel-outdoors,/projects/one-travel-pillow-endless-sleeping-possibilities,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/csnolkbwcndaatcjyxnm.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
TEAMOSA: Your Personal Tea Brewing Master,An automated tea brewing machine that uses ultrasonic extraction technology,2241032,2017-10-26 23:59:59,30,other,10716602.6102824,293053,2.73457,Home,/explore/home,/projects/teamosa-your-personal-tea-brewing-master,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cshm4aur8awhmftmrc9u.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Bulletproof Jackets: Protection For Everyone,"Lightweight, comfortable and fashionable. Made with the latest in ballistic fiber technology",2263684,2017-11-09 15:23:48,60,other,3042827.7284953,291425,9.57744,Fashion & Wearables,/explore/fashion-wearables,/projects/bulletproof-jackets-protection-for-everyone,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/s6udbum5vyzsbf628fzu.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Teodoor - Smart Lock,Teodoor is a secure Bluetooth operated smart lock. It fits perfectly on the inside of your door.,2122021,2017-05-23 23:59:59,30,smart home,12298216.7610372,290805,2.364611111111,Home,/explore/home,/projects/teodoor-smart-lock,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/alxmzhv9klprtz3o4if7.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
TwoEyes VR - First 3D 360 Camera,TwoEyes VR is the First Binocular 360° VR 4K Camera that mirrors human eye sight.,2047014,2017-02-25 23:59:59,30,vr,6061591.64851922,290179,4.787175,Camera Gear,/explore/camera-gear,/projects/twoeyes-vr-first-3d-360-camera,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dklfmcffnuhlj0qqgvxq.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Backfire Ranger - All Terrain Electric Skateboard,"Low carbon and cost-effective way to commute, 1st All Terrain Electric Skateboard with Hub Motors",2378018,2018-06-29 20:32:24,30,skateboards sports e-bikes scooters design,4049320.6529358,288851,7.13332,Transportation,/explore/transportation,/projects/backfire-ranger-all-terrain-electric-skateboard,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nyhcryhcjg0zmv6arm26.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
"Musvalk. A fierce, small and elegant cutting tool.","A little knife made from materials found in spacecrafts: advanced ceramics, titanium & carbon fiber.",2210055,2017-09-06 23:59:59,30,other,2878604.00339721,286063,9.93756,Fashion & Wearables,/explore/fashion-wearables,/projects/musvalk-a-fierce-small-and-elegant-cutting-tool,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wndsrpalkj1eizfsvfab.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
3 Mysterious Cases from the Armchair Detective Co.,"Unlock a Mysterious Case and delve into an interactive world of story, puzzle solving and adventure!",1766809,2016-06-01 9:22:10,30,other,17261144.5710277,285451,1.65372,Tabletop Games,/explore/tabletop-games,/projects/3-mysterious-cases-from-the-armchair-detective-co,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/j6mumtnuo21ue7eqlsbq.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Linky: The Foldable Electric Longboard,"Rocket your commute, buzz around the world & be where it counts. How? Linky is freedom in your bag",1858389,2016-10-11 7:30:04,60,other,19811618.5919724,284899,1.43804,Transportation,/explore/transportation,/projects/linky-the-foldable-electric-longboard,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mf420ojetfiker7s4eok.jpg",true,shipping,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Sheets & Giggles: Absurdly Soft Eucalyptus Bedding,"Try something softer than cotton. Over 1,000% funded! Preorder below and try some bedder bedding ⬇️",2358558,2018-05-01 6:09:10,45,beds first-time founders sleep websites water,2715874.27121778,284339,10.46952,Home,/explore/home,/projects/sheets-giggles-absurdly-soft-eucalyptus-bedding,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/uvttxkzcuuamouyz3udc.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Bolt: World's 1st USB-C Magnetic Cable For MacBook,"World’s first USB-C magnetic cable with support for 87W charging of 13"", 15"" Mac and USB-C devices.",2165587,2017-08-02 6:53:16,40,other,1932877.49050905,279007,14.4348,Phones & Accessories,/explore/phones-accessories,/projects/bolt-world-s-1st-usb-c-magnetic-cable-for-macbook,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kz20pfywoq7ymg3tzcnk.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
IDMIX:World's Fastest Wireless PowerBank & Charger,"Up to 4x FASTER wireless charging speeds for ON-THE-GO both Android & iPhone with QI, PD2.0, QC3.0.",2302472,2018-01-11 5:16:17,60,wireless,1240341.43361087,278123,22.4231,Phones & Accessories,/explore/phones-accessories,/projects/idmix-world-s-fastest-wireless-powerbank-charger,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/poyvfhesudou7s3zkzz4.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Mu One: World’s Thinnest 45W International Charger,"Mu One International: Super slim and with a huge 45W of power for smartphones, tablets & notebooks",2355375,2018-03-25 23:59:59,30,chargers design laptops iphone smart phones,3317960.25520807,276933,8.346483342147,Phones & Accessories,/explore/phones-accessories,/projects/mu-one-world-s-thinnest-45w-international-charger,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pd3sxamqj72zkgockcam.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
The RIVIERA I Best Waterproof Daily Backpack,Vulnerable electronics and liquids don't mix. Riviera is the only backpack designed to avoid it.,2381500,2018-06-04 23:59:59,30,backpacks design adventure,2045890.92687888,276517,13.515725416596,Fashion & Wearables,/explore/fashion-wearables,/projects/the-riviera-i-best-waterproof-daily-backpack,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ocifizowpzaexehn5hc8.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
PESU - the world’s fastest electric mountain bikes,The world's fastest quick response electric mountain bikes,2228498,2017-09-27 23:59:59,30,bikes,12978449.4347045,275160,2.12013,Travel & Outdoors,/explore/travel-outdoors,/projects/pesu-the-world-s-fastest-electric-mountain-bikes,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/c9o3cz40vhklbubbjkpb.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Aquanautia Waterproof Pocket Shorts,Take your adventures to the next level! Everything in your pocket stays dry up to 100ft underwater,2385805,2018-06-07 23:59:59,30,clothing adventure,698638.522915363,273967,39.214413607878,Travel & Outdoors,/explore/travel-outdoors,/projects/aquanautia-waterproof-pocket-shorts,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/etljkqhsorskrwyaeu1f.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
TriLens - The new way of changing your lenses,Switch lenses FAST and SAFELY with the TriLens.,2245150,2017-10-17 23:59:59,30,other,4826364.84555041,273843,5.673897617841,Camera Gear,/explore/camera-gear,/projects/trilens-the-new-way-of-changing-your-lenses,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/x2tsa5cwbsluqdqq8mhy.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Boulder Denim 2.0 - World's most high-tech denim!,The most advanced stretch denim just got even better.,2415522,2018-09-04 23:59:59,30,design,2041557.64429322,272698,13.35735,Fashion & Wearables,/explore/fashion-wearables,/projects/boulder-denim-2-0-world-s-most-high-tech-denim,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pnvswziwnnvydfkn8iay.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Everyone is Doing Great,We've shot the pilot. You're the studio. Let's go make a series together...,2320723,2018-06-06 1:37:06,65,comedy drama indie,23144569.2628129,271134,1.17148,Web Series & TV Shows,/explore/web-series-tv-shows,/projects/everyone-is-doing-great,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rwxtukq8c9hnafholg90.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Goblins Animated 2nd Edition,We're creating a 5 min MEGA TRAILER pilot presentation to bring Goblins Animated to life!,2262076,2017-11-14 13:10:20,38,animation,25775253.0379886,270266,1.048548387097,Web Series & TV Shows,/explore/web-series-tv-shows,/projects/goblins-animated-2nd-edition,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/gpsfdbha2npezg9czsjx.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
